text,label
We could not process your recent Spotify order. Please confirm your payment details to avoid cancellation: http://secure-verify-account.tk/login,1
Thanks for your order #51492! Your Dropbox package has shipped and should arrive within 4 business days.,0
Your subscription to Google was renewed successfully (order #17287). Thanks for being a loyal customer.,0
Your subscription to Spotify was renewed successfully (order #65307). Thanks for being a loyal customer.,0
Your monthly statement for Instagram (account ending 9492) is now available in your dashboard. No action is needed.,0
Final notice: Your Bank of America subscription will be cancelled. Renew now and confirm your card details: http://bit.ly/3kXyZ1,1
"Dear customer, your Instagram account has been suspended. Click here to verify your identity within 24 hours: http://192.168.4.22/confirm",1
"Following up on our conversation about Aurora - I've shared doc #6403 with you, let me know your thoughts.",0
"Dear customer, your Netflix account has been suspended. Click here to verify your identity within 24 hours: http://paypal-alert.cf/secure",1
Your PayPal order #78131 has been delivered. We hope you enjoy it!,0
Reminder: your appointment with Dr. Garcia is scheduled for 9:00 AM on Wednesday. Reply to confirm or reschedule.,0
Thanks for your order #86901! Your Microsoft 365 package has shipped and should arrive within 4 business days.,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 79103 articles.,0
Your invoice #78053 is overdue. Please make payment immediately to avoid legal action. Pay here: http://secure-verify-account.tk/login,1
"Dear customer, your Spotify account has been suspended. Click here to verify your identity within 24 hours: http://secure-verify-account.tk/login",1
URGENT: Unusual sign-in activity detected on your PayPal account. Confirm your password now or your account will be locked: http://bit.ly/3kXyZ1,1
"Dear customer, your Apple ID account has been suspended. Click here to verify your identity within 24 hours: http://bit.ly/3kXyZ1",1
Thanks for signing up for our newsletter. Here's a summary of this week's top 52965 articles.,0
"Hi, attaching the meeting notes from today's call (#27497). Action items are highlighted at the bottom.",0
"Hey, here's the report you asked for (ref: 4329). Let me know if you have any questions or need changes before Friday.",0
Congratulations! You have won a $500 cash prize. Claim your reward now by entering your bank details here: https://account-update.xyz/verify,1
"Dear customer, your Netflix account has been suspended. Click here to verify your identity within 24 hours: http://secure-verify-account.tk/login",1
FYI - I've updated the Aurora doc with the latest numbers (rev 4665). Take a look when you can.,0
Your monthly statement for Apple ID (account ending 3972) is now available in your dashboard. No action is needed.,0
"Hi, attaching the meeting notes from today's call (#42584). Action items are highlighted at the bottom.",0
URGENT: Unusual sign-in activity detected on your Apple ID account. Confirm your password now or your account will be locked: http://paypal-alert.cf/secure,1
Your monthly statement for Google (account ending 9354) is now available in your dashboard. No action is needed.,0
"Lunch on Monday at 10:00 AM? Found a new place near the office, ref code 2539.",0
"Following up on our conversation about Aurora - I've shared doc #3447 with you, let me know your thoughts.",0
"Dear customer, your Amazon account has been suspended. Click here to verify your identity within 24 hours: http://bit.ly/3kXyZ1",1
Your invoice #93176 is overdue. Please make payment immediately to avoid legal action. Pay here: http://192.168.4.22/confirm,1
Your invoice #29455 is overdue. Please make payment immediately to avoid legal action. Pay here: http://192.168.4.22/confirm,1
Your monthly statement for PayPal (account ending 9711) is now available in your dashboard. No action is needed.,0
"Hey, here's the report you asked for (ref: 4423). Let me know if you have any questions or need changes before Friday.",0
Your Bank of America payment failed. Update your billing information immediately to avoid service interruption: http://192.168.4.22/confirm,1
Your Amazon order #87013 has been delivered. We hope you enjoy it!,0
Reminder: your appointment with Dr. Brown is scheduled for 4:00 PM on Friday. Reply to confirm or reschedule.,0
"Lunch on Friday at 4:00 PM? Found a new place near the office, ref code 9878.",0
Your monthly statement for Microsoft 365 (account ending 5582) is now available in your dashboard. No action is needed.,0
We could not process your recent Google order. Please confirm your payment details to avoid cancellation: https://account-update.xyz/verify,1
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (4477). Let me know if that works for everyone.",0
"Hi team, just a reminder that our weekly sync is moved to 2:30 PM tomorrow (9350). Let me know if that works for everyone.",0
"Lunch on Wednesday at 9:00 AM? Found a new place near the office, ref code 1714.",0
Thanks for your order #62710! Your PayPal package has shipped and should arrive within 6 business days.,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 63719 articles.,0
"Hey, here's the report you asked for (ref: 2837). Let me know if you have any questions or need changes before Friday.",0
We could not process your recent Instagram order. Please confirm your payment details to avoid cancellation: https://account-update.xyz/verify,1
Your invoice #65379 is overdue. Please make payment immediately to avoid legal action. Pay here: http://secure-verify-account.tk/login,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 17634 articles.,0
Your Microsoft 365 order #96960 has been delivered. We hope you enjoy it!,0
Your invoice #11243 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
Quick question - are you free for a 9:00 AM call on next Tuesday to discuss the Nimbus roadmap?,0
Thanks for your order #63305! Your Instagram package has shipped and should arrive within 2 business days.,0
Your subscription to Microsoft 365 was renewed successfully (order #96333). Thanks for being a loyal customer.,0
Quick question - are you free for a 2:30 PM call on Friday to discuss the Aurora roadmap?,0
Quick question - are you free for a 2:30 PM call on Wednesday to discuss the Aurora roadmap?,0
Your monthly statement for Spotify (account ending 4902) is now available in your dashboard. No action is needed.,0
Thanks for your order #81235! Your Dropbox package has shipped and should arrive within 3 business days.,0
Your monthly statement for Spotify (account ending 3202) is now available in your dashboard. No action is needed.,0
Action required: Your tax refund of $2228 is ready. Verify your details to receive your refund: http://secure-verify-account.tk/login,1
Action required: Your tax refund of $3032 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
We could not process your recent Bank of America order. Please confirm your payment details to avoid cancellation: https://account-update.xyz/verify,1
"Hi, attaching the meeting notes from today's call (#17376). Action items are highlighted at the bottom.",0
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (8938). Let me know if that works for everyone.",0
"Lunch on next Tuesday at 10:00 AM? Found a new place near the office, ref code 7106.",0
Thanks for signing up for our newsletter. Here's a summary of this week's top 92169 articles.,0
URGENT: Unusual sign-in activity detected on your Microsoft 365 account. Confirm your password now or your account will be locked: http://192.168.4.22/confirm,1
Congratulations! You have won a all-inclusive vacation. Claim your reward now by entering your bank details here: https://account-update.xyz/verify,1
Your Apple ID order #89590 has been delivered. We hope you enjoy it!,0
We could not process your recent Netflix order. Please confirm your payment details to avoid cancellation: http://bit.ly/3kXyZ1,1
Your Google payment failed. Update your billing information immediately to avoid service interruption: http://secure-verify-account.tk/login,1
Your Netflix order #75439 has been delivered. We hope you enjoy it!,0
"Hey, here's the report you asked for (ref: 2117). Let me know if you have any questions or need changes before Friday.",0
Your invoice #89462 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
Your monthly statement for Instagram (account ending 1481) is now available in your dashboard. No action is needed.,0
Your Spotify storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://192.168.4.22/confirm,1
"Hi team, just a reminder that our weekly sync is moved to 9:00 AM tomorrow (8231). Let me know if that works for everyone.",0
Thanks for your order #27712! Your PayPal package has shipped and should arrive within 6 business days.,0
Your monthly statement for Netflix (account ending 7016) is now available in your dashboard. No action is needed.,0
Your monthly statement for Netflix (account ending 7332) is now available in your dashboard. No action is needed.,0
We could not process your recent Google order. Please confirm your payment details to avoid cancellation: http://192.168.4.22/confirm,1
Action required: Your tax refund of $815 is ready. Verify your details to receive your refund: http://secure-verify-account.tk/login,1
Quick question - are you free for a 4:00 PM call on Friday to discuss the Phoenix roadmap?,0
Your monthly statement for Amazon (account ending 8727) is now available in your dashboard. No action is needed.,0
Your Spotify payment failed. Update your billing information immediately to avoid service interruption: http://secure-verify-account.tk/login,1
"Lunch on Wednesday at 9:00 AM? Found a new place near the office, ref code 1497.",0
"Hey, here's the report you asked for (ref: 9147). Let me know if you have any questions or need changes before Friday.",0
Final notice: Your Google subscription will be cancelled. Renew now and confirm your card details: http://secure-verify-account.tk/login,1
Your invoice #55905 is overdue. Please make payment immediately to avoid legal action. Pay here: http://192.168.4.22/confirm,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 89003 articles.,0
Your subscription to Instagram was renewed successfully (order #29711). Thanks for being a loyal customer.,0
Your invoice #42426 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
Your Netflix storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://bit.ly/3kXyZ1,1
Your Netflix order #96710 has been delivered. We hope you enjoy it!,0
Your Apple ID payment failed. Update your billing information immediately to avoid service interruption: http://paypal-alert.cf/secure,1
Your Apple ID payment failed. Update your billing information immediately to avoid service interruption: http://bit.ly/3kXyZ1,1
Quick question - are you free for a 4:00 PM call on Wednesday to discuss the Phoenix roadmap?,0
"Following up on our conversation about Aurora - I've shared doc #4048 with you, let me know your thoughts.",0
Your Spotify payment failed. Update your billing information immediately to avoid service interruption: http://192.168.4.22/confirm,1
Your Dropbox order #47124 has been delivered. We hope you enjoy it!,0
Your subscription to Apple ID was renewed successfully (order #29165). Thanks for being a loyal customer.,0
Here's the recipe you wanted (makes 4 servings) - hope you enjoy making it this weekend!,0
"Following up on our conversation about Aurora - I've shared doc #9646 with you, let me know your thoughts.",0
Your invoice #96189 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
We could not process your recent Amazon order. Please confirm your payment details to avoid cancellation: http://paypal-alert.cf/secure,1
"Hi team, just a reminder that our weekly sync is moved to 2:30 PM tomorrow (5921). Let me know if that works for everyone.",0
"Lunch on Wednesday at 2:30 PM? Found a new place near the office, ref code 9179.",0
Your subscription to Apple ID was renewed successfully (order #92502). Thanks for being a loyal customer.,0
Quick question - are you free for a 9:00 AM call on Friday to discuss the Phoenix roadmap?,0
Your monthly statement for Dropbox (account ending 5170) is now available in your dashboard. No action is needed.,0
Final notice: Your Apple ID subscription will be cancelled. Renew now and confirm your card details: http://paypal-alert.cf/secure,1
Your Dropbox order #74724 has been delivered. We hope you enjoy it!,0
Action required: Your tax refund of $1200 is ready. Verify your details to receive your refund: http://secure-verify-account.tk/login,1
Your Bank of America order #38896 has been delivered. We hope you enjoy it!,0
Action required: Your tax refund of $346 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (3583). Let me know if that works for everyone.",0
We could not process your recent Amazon order. Please confirm your payment details to avoid cancellation: http://192.168.4.22/confirm,1
Final notice: Your Amazon subscription will be cancelled. Renew now and confirm your card details: http://bit.ly/3kXyZ1,1
Your Apple ID order #85589 has been delivered. We hope you enjoy it!,0
"Hey, here's the report you asked for (ref: 3181). Let me know if you have any questions or need changes before Friday.",0
Action required: Your tax refund of $439 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
"Hi team, just a reminder that our weekly sync is moved to 2:30 PM tomorrow (2913). Let me know if that works for everyone.",0
"Security Alert: We noticed a login attempt from a new device. If this wasn't you, secure your account immediately: https://account-update.xyz/verify",1
Action required: Your tax refund of $1635 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
Your subscription to Apple ID was renewed successfully (order #99062). Thanks for being a loyal customer.,0
Congratulations! You have won a all-inclusive vacation. Claim your reward now by entering your bank details here: http://secure-verify-account.tk/login,1
"Hi, attaching the meeting notes from today's call (#68004). Action items are highlighted at the bottom.",0
Your Microsoft 365 order #29201 has been delivered. We hope you enjoy it!,0
"Hi, attaching the meeting notes from today's call (#23676). Action items are highlighted at the bottom.",0
FYI - I've updated the Nimbus doc with the latest numbers (rev 4507). Take a look when you can.,0
Your invoice #74991 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
"Lunch on Monday at 4:00 PM? Found a new place near the office, ref code 9225.",0
"Dear customer, your Instagram account has been suspended. Click here to verify your identity within 24 hours: http://paypal-alert.cf/secure",1
"Hi, attaching the meeting notes from today's call (#31987). Action items are highlighted at the bottom.",0
Action required: Your tax refund of $2379 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
Action required: Your tax refund of $296 is ready. Verify your details to receive your refund: https://account-update.xyz/verify,1
Thanks for your order #65064! Your Spotify package has shipped and should arrive within 5 business days.,0
Your Spotify payment failed. Update your billing information immediately to avoid service interruption: http://paypal-alert.cf/secure,1
"Hi, attaching the meeting notes from today's call (#87506). Action items are highlighted at the bottom.",0
"Hi, attaching the meeting notes from today's call (#91321). Action items are highlighted at the bottom.",0
Your subscription to Bank of America was renewed successfully (order #28489). Thanks for being a loyal customer.,0
Action required: Your tax refund of $4460 is ready. Verify your details to receive your refund: https://account-update.xyz/verify,1
FYI - I've updated the Aurora doc with the latest numbers (rev 2403). Take a look when you can.,0
We could not process your recent Dropbox order. Please confirm your payment details to avoid cancellation: http://192.168.4.22/confirm,1
"Hi, attaching the meeting notes from today's call (#52391). Action items are highlighted at the bottom.",0
Thanks for your order #11465! Your Google package has shipped and should arrive within 2 business days.,0
Your Instagram payment failed. Update your billing information immediately to avoid service interruption: http://bit.ly/3kXyZ1,1
Your invoice #56920 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
Thanks for your order #99764! Your Spotify package has shipped and should arrive within 6 business days.,0
Quick question - are you free for a 10:00 AM call on Wednesday to discuss the Nimbus roadmap?,0
Your PayPal order #88414 has been delivered. We hope you enjoy it!,0
URGENT: Unusual sign-in activity detected on your Microsoft 365 account. Confirm your password now or your account will be locked: http://secure-verify-account.tk/login,1
"Hi team, just a reminder that our weekly sync is moved to 4:00 PM tomorrow (4630). Let me know if that works for everyone.",0
"Lunch on Wednesday at 4:00 PM? Found a new place near the office, ref code 6243.",0
Action required: Your tax refund of $700 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
Your subscription to Microsoft 365 was renewed successfully (order #67479). Thanks for being a loyal customer.,0
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (3859). Let me know if that works for everyone.",0
We could not process your recent Bank of America order. Please confirm your payment details to avoid cancellation: http://secure-verify-account.tk/login,1
"Hi team, just a reminder that our weekly sync is moved to 2:30 PM tomorrow (8005). Let me know if that works for everyone.",0
FYI - I've updated the Phoenix doc with the latest numbers (rev 2061). Take a look when you can.,0
"Hi, attaching the meeting notes from today's call (#83511). Action items are highlighted at the bottom.",0
Your Amazon payment failed. Update your billing information immediately to avoid service interruption: http://192.168.4.22/confirm,1
"Lunch on next Tuesday at 2:30 PM? Found a new place near the office, ref code 3384.",0
We could not process your recent Amazon order. Please confirm your payment details to avoid cancellation: https://account-update.xyz/verify,1
Your monthly statement for Apple ID (account ending 5307) is now available in your dashboard. No action is needed.,0
"Dear customer, your Google account has been suspended. Click here to verify your identity within 24 hours: https://account-update.xyz/verify",1
"Hi team, just a reminder that our weekly sync is moved to 9:00 AM tomorrow (8330). Let me know if that works for everyone.",0
IT Department: Your mailbox has exceeded its quota. Click here to validate your account or lose access: http://bit.ly/3kXyZ1,1
"Lunch on Wednesday at 4:00 PM? Found a new place near the office, ref code 1243.",0
Your subscription to Dropbox was renewed successfully (order #91171). Thanks for being a loyal customer.,0
URGENT: Unusual sign-in activity detected on your Amazon account. Confirm your password now or your account will be locked: https://account-update.xyz/verify,1
Your subscription to Instagram was renewed successfully (order #55315). Thanks for being a loyal customer.,0
Final notice: Your Netflix subscription will be cancelled. Renew now and confirm your card details: http://paypal-alert.cf/secure,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 23517 articles.,0
"Hey, here's the report you asked for (ref: 8311). Let me know if you have any questions or need changes before Friday.",0
Thanks for your order #84660! Your Spotify package has shipped and should arrive within 2 business days.,0
"Hi, attaching the meeting notes from today's call (#27662). Action items are highlighted at the bottom.",0
Your invoice #74392 is overdue. Please make payment immediately to avoid legal action. Pay here: http://192.168.4.22/confirm,1
"Security Alert: We noticed a login attempt from a new device. If this wasn't you, secure your account immediately: http://paypal-alert.cf/secure",1
Final notice: Your PayPal subscription will be cancelled. Renew now and confirm your card details: http://paypal-alert.cf/secure,1
FYI - I've updated the Aurora doc with the latest numbers (rev 5559). Take a look when you can.,0
Your subscription to Instagram was renewed successfully (order #23236). Thanks for being a loyal customer.,0
Your subscription to Bank of America was renewed successfully (order #80608). Thanks for being a loyal customer.,0
Your monthly statement for Apple ID (account ending 4078) is now available in your dashboard. No action is needed.,0
Your monthly statement for Spotify (account ending 7198) is now available in your dashboard. No action is needed.,0
Your monthly statement for Apple ID (account ending 5760) is now available in your dashboard. No action is needed.,0
Your monthly statement for Apple ID (account ending 4100) is now available in your dashboard. No action is needed.,0
"Lunch on Friday at 9:00 AM? Found a new place near the office, ref code 8694.",0
Your monthly statement for Netflix (account ending 2684) is now available in your dashboard. No action is needed.,0
"Hi, attaching the meeting notes from today's call (#13345). Action items are highlighted at the bottom.",0
FYI - I've updated the Phoenix doc with the latest numbers (rev 6613). Take a look when you can.,0
"Hey, here's the report you asked for (ref: 8821). Let me know if you have any questions or need changes before Friday.",0
Your subscription to Amazon was renewed successfully (order #24318). Thanks for being a loyal customer.,0
"Dear customer, your Amazon account has been suspended. Click here to verify your identity within 24 hours: http://192.168.4.22/confirm",1
FYI - I've updated the Phoenix doc with the latest numbers (rev 4632). Take a look when you can.,0
Action required: Your tax refund of $4442 is ready. Verify your details to receive your refund: http://192.168.4.22/confirm,1
"Lunch on Monday at 10:00 AM? Found a new place near the office, ref code 6241.",0
Your monthly statement for Google (account ending 7744) is now available in your dashboard. No action is needed.,0
FYI - I've updated the Phoenix doc with the latest numbers (rev 7857). Take a look when you can.,0
Your invoice #15459 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
Quick question - are you free for a 9:00 AM call on Monday to discuss the Aurora roadmap?,0
"Dear customer, your Netflix account has been suspended. Click here to verify your identity within 24 hours: http://bit.ly/3kXyZ1",1
Your subscription to Netflix was renewed successfully (order #15106). Thanks for being a loyal customer.,0
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (3817). Let me know if that works for everyone.",0
"Hey, here's the report you asked for (ref: 2290). Let me know if you have any questions or need changes before Friday.",0
Quick question - are you free for a 2:30 PM call on Wednesday to discuss the Nimbus roadmap?,0
Thanks for your order #14073! Your Spotify package has shipped and should arrive within 3 business days.,0
Your invoice #78847 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
"Hi, attaching the meeting notes from today's call (#70696). Action items are highlighted at the bottom.",0
FYI - I've updated the Nimbus doc with the latest numbers (rev 2072). Take a look when you can.,0
"Lunch on next Tuesday at 4:00 PM? Found a new place near the office, ref code 4716.",0
Congratulations! You have won a free iPhone 16. Claim your reward now by entering your bank details here: http://paypal-alert.cf/secure,1
"Lunch on Monday at 10:00 AM? Found a new place near the office, ref code 4168.",0
"Hey, here's the report you asked for (ref: 1983). Let me know if you have any questions or need changes before Friday.",0
"Hi, attaching the meeting notes from today's call (#67657). Action items are highlighted at the bottom.",0
Your Dropbox payment failed. Update your billing information immediately to avoid service interruption: http://secure-verify-account.tk/login,1
"Following up on our conversation about Phoenix - I've shared doc #4218 with you, let me know your thoughts.",0
"Following up on our conversation about Nimbus - I've shared doc #6774 with you, let me know your thoughts.",0
"Hi, attaching the meeting notes from today's call (#93637). Action items are highlighted at the bottom.",0
Congratulations! You have won a free iPhone 16. Claim your reward now by entering your bank details here: https://account-update.xyz/verify,1
FYI - I've updated the Nimbus doc with the latest numbers (rev 9406). Take a look when you can.,0
Your invoice #40402 is overdue. Please make payment immediately to avoid legal action. Pay here: http://paypal-alert.cf/secure,1
Your invoice #14706 is overdue. Please make payment immediately to avoid legal action. Pay here: http://secure-verify-account.tk/login,1
Your subscription to PayPal was renewed successfully (order #21461). Thanks for being a loyal customer.,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 43658 articles.,0
Your monthly statement for Dropbox (account ending 2522) is now available in your dashboard. No action is needed.,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 68397 articles.,0
Your monthly statement for Amazon (account ending 8859) is now available in your dashboard. No action is needed.,0
"Lunch on Monday at 9:00 AM? Found a new place near the office, ref code 6750.",0
"Following up on our conversation about Atlas - I've shared doc #1447 with you, let me know your thoughts.",0
Thanks for your order #59546! Your Google package has shipped and should arrive within 3 business days.,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 81487 articles.,0
Your invoice #98806 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
Your Apple ID storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://192.168.4.22/confirm,1
Quick question - are you free for a 10:00 AM call on Wednesday to discuss the Phoenix roadmap?,0
Quick question - are you free for a 2:30 PM call on next Tuesday to discuss the Nimbus roadmap?,0
"Lunch on Monday at 4:00 PM? Found a new place near the office, ref code 5144.",0
We could not process your recent Spotify order. Please confirm your payment details to avoid cancellation: https://account-update.xyz/verify,1
Your Microsoft 365 storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://192.168.4.22/confirm,1
We could not process your recent Microsoft 365 order. Please confirm your payment details to avoid cancellation: http://paypal-alert.cf/secure,1
Your monthly statement for Microsoft 365 (account ending 4567) is now available in your dashboard. No action is needed.,0
"Following up on our conversation about Phoenix - I've shared doc #7619 with you, let me know your thoughts.",0
Thanks for your order #71842! Your Dropbox package has shipped and should arrive within 7 business days.,0
Your Microsoft 365 storage is full. Click below to upgrade or your files will be deleted in 48 hours: https://account-update.xyz/verify,1
Action required: Your tax refund of $2549 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
Reminder: your appointment with Dr. Smith is scheduled for 9:00 AM on next Tuesday. Reply to confirm or reschedule.,0
Your password will expire today. Click here to reset it immediately and avoid losing access: http://secure-verify-account.tk/login,1
"Lunch on Friday at 2:30 PM? Found a new place near the office, ref code 8586.",0
Thanks for signing up for our newsletter. Here's a summary of this week's top 43728 articles.,0
Final notice: Your Bank of America subscription will be cancelled. Renew now and confirm your card details: http://192.168.4.22/confirm,1
"Hi team, just a reminder that our weekly sync is moved to 4:00 PM tomorrow (2608). Let me know if that works for everyone.",0
Your monthly statement for Microsoft 365 (account ending 4670) is now available in your dashboard. No action is needed.,0
Thanks for your order #29363! Your PayPal package has shipped and should arrive within 4 business days.,0
Your subscription to Spotify was renewed successfully (order #87756). Thanks for being a loyal customer.,0
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (1291). Let me know if that works for everyone.",0
IT Department: Your mailbox has exceeded its quota. Click here to validate your account or lose access: http://192.168.4.22/confirm,1
Reminder: your appointment with Dr. Garcia is scheduled for 2:30 PM on next Tuesday. Reply to confirm or reschedule.,0
"Hi, attaching the meeting notes from today's call (#43261). Action items are highlighted at the bottom.",0
Your Bank of America order #40525 has been delivered. We hope you enjoy it!,0
Action required: Your tax refund of $4581 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
Your Google payment failed. Update your billing information immediately to avoid service interruption: http://bit.ly/3kXyZ1,1
Your subscription to Amazon was renewed successfully (order #18023). Thanks for being a loyal customer.,0
"Following up on our conversation about Phoenix - I've shared doc #6459 with you, let me know your thoughts.",0
Your invoice #52136 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
Congratulations! You have won a $500 cash prize. Claim your reward now by entering your bank details here: http://secure-verify-account.tk/login,1
Your invoice #72061 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
"Dear customer, your Microsoft 365 account has been suspended. Click here to verify your identity within 24 hours: http://192.168.4.22/confirm",1
"Hi team, just a reminder that our weekly sync is moved to 2:30 PM tomorrow (1202). Let me know if that works for everyone.",0
"Hi team, just a reminder that our weekly sync is moved to 9:00 AM tomorrow (8212). Let me know if that works for everyone.",0
FYI - I've updated the Atlas doc with the latest numbers (rev 3562). Take a look when you can.,0
"Congratulations! You have won a $1,000 Amazon Gift Card. Claim your reward now by entering your bank details here: https://account-update.xyz/verify",1
Your Google payment failed. Update your billing information immediately to avoid service interruption: https://account-update.xyz/verify,1
Your subscription to Google was renewed successfully (order #32456). Thanks for being a loyal customer.,0
Your Netflix order #35128 has been delivered. We hope you enjoy it!,0
Reminder: your appointment with Dr. Smith is scheduled for 9:00 AM on Monday. Reply to confirm or reschedule.,0
Your subscription to Instagram was renewed successfully (order #75887). Thanks for being a loyal customer.,0
Your invoice #80705 is overdue. Please make payment immediately to avoid legal action. Pay here: http://192.168.4.22/confirm,1
"Lunch on Wednesday at 10:00 AM? Found a new place near the office, ref code 4177.",0
Thanks for your order #57235! Your Apple ID package has shipped and should arrive within 4 business days.,0
Action required: Your tax refund of $3873 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
Your monthly statement for Amazon (account ending 5266) is now available in your dashboard. No action is needed.,0
We could not process your recent Apple ID order. Please confirm your payment details to avoid cancellation: http://bit.ly/3kXyZ1,1
Your Microsoft 365 payment failed. Update your billing information immediately to avoid service interruption: http://192.168.4.22/confirm,1
FYI - I've updated the Aurora doc with the latest numbers (rev 9595). Take a look when you can.,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 77556 articles.,0
"Hi, attaching the meeting notes from today's call (#81923). Action items are highlighted at the bottom.",0
Your monthly statement for Amazon (account ending 6900) is now available in your dashboard. No action is needed.,0
Reminder: your appointment with Dr. Brown is scheduled for 2:30 PM on next Tuesday. Reply to confirm or reschedule.,0
"Lunch on Wednesday at 2:30 PM? Found a new place near the office, ref code 4525.",0
"Hey, here's the report you asked for (ref: 1887). Let me know if you have any questions or need changes before Friday.",0
Your monthly statement for Google (account ending 8055) is now available in your dashboard. No action is needed.,0
"Lunch on Wednesday at 2:30 PM? Found a new place near the office, ref code 1517.",0
FYI - I've updated the Atlas doc with the latest numbers (rev 9575). Take a look when you can.,0
Quick question - are you free for a 4:00 PM call on Monday to discuss the Nimbus roadmap?,0
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (6444). Let me know if that works for everyone.",0
"Hi, attaching the meeting notes from today's call (#71949). Action items are highlighted at the bottom.",0
We could not process your recent PayPal order. Please confirm your payment details to avoid cancellation: http://secure-verify-account.tk/login,1
Thanks for your order #17647! Your Apple ID package has shipped and should arrive within 4 business days.,0
Your monthly statement for Dropbox (account ending 8132) is now available in your dashboard. No action is needed.,0
"Following up on our conversation about Atlas - I've shared doc #5920 with you, let me know your thoughts.",0
Thanks for signing up for our newsletter. Here's a summary of this week's top 63859 articles.,0
"Hi, attaching the meeting notes from today's call (#41169). Action items are highlighted at the bottom.",0
Your Bank of America storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://192.168.4.22/confirm,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 52491 articles.,0
"Lunch on next Tuesday at 4:00 PM? Found a new place near the office, ref code 5881.",0
Your monthly statement for Netflix (account ending 7673) is now available in your dashboard. No action is needed.,0
Your Microsoft 365 payment failed. Update your billing information immediately to avoid service interruption: http://secure-verify-account.tk/login,1
Quick question - are you free for a 4:00 PM call on next Tuesday to discuss the Atlas roadmap?,0
Your Apple ID storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://bit.ly/3kXyZ1,1
Congratulations! You have won a free iPhone 16. Claim your reward now by entering your bank details here: http://bit.ly/3kXyZ1,1
Your invoice #31665 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
"Dear customer, your Microsoft 365 account has been suspended. Click here to verify your identity within 24 hours: http://bit.ly/3kXyZ1",1
"Lunch on Wednesday at 4:00 PM? Found a new place near the office, ref code 8936.",0
Your invoice #37975 is overdue. Please make payment immediately to avoid legal action. Pay here: http://secure-verify-account.tk/login,1
Final notice: Your Dropbox subscription will be cancelled. Renew now and confirm your card details: http://bit.ly/3kXyZ1,1
Your monthly statement for Dropbox (account ending 4726) is now available in your dashboard. No action is needed.,0
Your Spotify order #28701 has been delivered. We hope you enjoy it!,0
FYI - I've updated the Nimbus doc with the latest numbers (rev 4441). Take a look when you can.,0
Your subscription to Dropbox was renewed successfully (order #42265). Thanks for being a loyal customer.,0
"Lunch on next Tuesday at 2:30 PM? Found a new place near the office, ref code 4579.",0
